obsdata,simdata,id,type
5107.92505483908,5417.572926780344,BigMuskellunge,Hypolimnion
4180.48465129911,3976.079799517435,BigMuskellunge,Hypolimnion
3044.64224687337,3442.2138930515252,BigMuskellunge,Hypolimnion
2400.0099778018102,2315.6318385252957,BigMuskellunge,Hypolimnion
1127.4411536324899,1104.14414733146,BigMuskellunge,Hypolimnion
302.30766335911204,170.0845282104884,BigMuskellunge,Hypolimnion
100,-599.5997151898907,BigMuskellunge,Hypolimnion
346.658645909059,2213.963361169482,BigMuskellunge,Hypolimnion
3829.2616490097703,2873.278100987408,BigMuskellunge,Hypolimnion
10569.580272515801,11285.052298651106,BigMuskellunge,Hypolimnion
10071.6383142636,9663.326376504818,BigMuskellunge,Hypolimnion
8486.96456417763,8558.471238714275,BigMuskellunge,Hypolimnion
7992.9611659826005,7724.53962339641,BigMuskellunge,Hypolimnion
6275.04512240364,6672.514840875173,BigMuskellunge,Hypolimnion
5356.21487382397,5330.946448335613,BigMuskellunge,Hypolimnion
4774.95725120602,4797.66369805917,BigMuskellunge,Hypolimnion
4219.816895939761,4260.604597295049,BigMuskellunge,Hypolimnion
3299.85521824072,2937.1946752307676,BigMuskellunge,Hypolimnion
1435.81115916697,1382.8196867916777,BigMuskellunge,Hypolimnion
2263.40309932128,2674.976683732397,BigMuskellunge,Hypolimnion
230.970763899496,1439.6121857074088,BigMuskellunge,Hypolimnion
2393.25138501209,1379.637929517998,BigMuskellunge,Hypolimnion
12313.9882713283,11931.390288560173,BigMuskellunge,Hypolimnion
11495.8558330693,11239.473157040084,BigMuskellunge,Hypolimnion
10046.795335166698,10371.201483970948,BigMuskellunge,Hypolimnion
9424.01143372781,9443.934874332415,BigMuskellunge,Hypolimnion
8830.59848016229,8489.661733904108,BigMuskellunge,Hypolimnion
6650.20727128583,6780.534683610977,BigMuskellunge,Hypolimnion
5218.67159006941,5533.284025120249,BigMuskellunge,Hypolimnion
4307.48157373943,3801.12206148375,BigMuskellunge,Hypolimnion
1638.0666368371699,1677.4986185817984,BigMuskellunge,Hypolimnion
1287.98038326814,1208.7950512839388,BigMuskellunge,Hypolimnion
523.8830555979849,2205.1988737355728,BigMuskellunge,Hypolimnion
8383.97686087241,6205.018000004593,BigMuskellunge,Hypolimnion
12702.330956006299,11726.03042142451,BigMuskellunge,Hypolimnion
11421.9727973349,11642.245216306808,BigMuskellunge,Hypolimnion
11130.6270157692,11145.595427220258,BigMuskellunge,Hypolimnion
10509.464798883799,10493.551385275116,BigMuskellunge,Hypolimnion
10177.6950769386,10036.488159397131,BigMuskellunge,Hypolimnion
9463.08265211465,9133.480330523746,BigMuskellunge,Hypolimnion
7051.59264938981,7148.10959782395,BigMuskellunge,Hypolimnion
5047.502780604,5192.0135860583705,BigMuskellunge,Hypolimnion
4010.25197671657,3729.4861328160473,BigMuskellunge,Hypolimnion
998.109657241972,1300.3775414069655,BigMuskellunge,Hypolimnion
244.075373953134,379.3392099298981,BigMuskellunge,Hypolimnion
9800,8683.319036629,BigMuskellunge,Hypolimnion
10312.2881901539,10310.177453637703,BigMuskellunge,Hypolimnion
9223.254208781871,8489.251689309638,BigMuskellunge,Hypolimnion
6993.69466760622,7411.9068638085055,BigMuskellunge,Hypolimnion
6511.71134207666,6604.44678763076,BigMuskellunge,Hypolimnion
5453.74229817235,5687.916517264537,BigMuskellunge,Hypolimnion
4973.81229059876,4881.160364378052,BigMuskellunge,Hypolimnion
4497.93300070068,4104.583516610417,BigMuskellunge,Hypolimnion
2773.20403080855,2405.4175188115823,BigMuskellunge,Hypolimnion
1261.12325267106,2023.1497192800175,BigMuskellunge,Hypolimnion
580.5713917912269,1069.0646012915422,BigMuskellunge,Hypolimnion
587.250863535584,316.8445187260985,BigMuskellunge,Hypolimnion
673.255428248263,505.8308585805776,BigMuskellunge,Hypolimnion
10943.1285407317,10872.586899929483,BigMuskellunge,Hypolimnion
12165.3994651122,11313.023882663278,BigMuskellunge,Hypolimnion
10998.280707767099,11162.895531201131,BigMuskellunge,Hypolimnion
10660.9168023258,10371.341056647716,BigMuskellunge,Hypolimnion
8883.2222412962,9166.614954804429,BigMuskellunge,Hypolimnion
8017.30991436837,8095.306077118086,BigMuskellunge,Hypolimnion
7169.88749882679,7087.006984182521,BigMuskellunge,Hypolimnion
6846.94485506941,6350.219939639698,BigMuskellunge,Hypolimnion
4913.2816140822,4642.0498689670385,BigMuskellunge,Hypolimnion
1971.57086652438,2729.2175711671925,BigMuskellunge,Hypolimnion
200,193.74133711734552,BigMuskellunge,Hypolimnion
11574.4274913322,11476.867057135572,BigMuskellunge,Hypolimnion
12165.136238991501,11180.10028089486,BigMuskellunge,Hypolimnion
10068.626879522499,10133.234932747244,BigMuskellunge,Hypolimnion
8610.56412288729,8464.084260845699,BigMuskellunge,Hypolimnion
6904.27179515419,7009.836043669157,BigMuskellunge,Hypolimnion
6221.10259994231,6689.78252519222,BigMuskellunge,Hypolimnion
5617.24243346609,5216.364980376839,BigMuskellunge,Hypolimnion
4203.9520032605,3982.253958469573,BigMuskellunge,Hypolimnion
1818.55990848533,2303.531666897912,BigMuskellunge,Hypolimnion
651.812322028027,456.12476151949926,BigMuskellunge,Hypolimnion
201.244610252908,827.3907354425231,BigMuskellunge,Hypolimnion
1742.16289786743,1296.686641835111,BigMuskellunge,Hypolimnion
11554.076915109,11286.56987360282,BigMuskellunge,Hypolimnion
10204.183692916598,10100.443234727712,BigMuskellunge,Hypolimnion
8644.9204642123,8961.949268873195,BigMuskellunge,Hypolimnion
9101.43596775857,8927.037043846918,BigMuskellunge,Hypolimnion
8252.07130417043,8288.950425250512,BigMuskellunge,Hypolimnion
7511.23049331703,7541.592807767738,BigMuskellunge,Hypolimnion
6988.15063938162,6595.9314707682015,BigMuskellunge,Hypolimnion
5352.47507034697,5742.89879367755,BigMuskellunge,Hypolimnion
3831.63852370547,3887.08158064529,BigMuskellunge,Hypolimnion
1724.1106660598,1725.411692244839,BigMuskellunge,Hypolimnion
300,250.3125623752929,BigMuskellunge,Hypolimnion
260.674963344946,7790.491884355259,BigMuskellunge,Hypolimnion
10951.920792714302,10868.356114879149,BigMuskellunge,Hypolimnion
10300.9154673155,10277.102233512818,BigMuskellunge,Hypolimnion
9897.73802403518,9418.889618173896,BigMuskellunge,Hypolimnion
7530.90911583446,7962.259442439335,BigMuskellunge,Hypolimnion
6832.62720477425,6932.419039178664,BigMuskellunge,Hypolimnion
6453.0667716582,5974.328765154344,BigMuskellunge,Hypolimnion
4146.7839314308,4421.99960614873,BigMuskellunge,Hypolimnion
4566.964647716471,3871.121657311938,BigMuskellunge,Hypolimnion
536.44325487016,1041.0487915676013,BigMuskellunge,Hypolimnion
1208.52339614526,2175.6642452100073,BigMuskellunge,Hypolimnion
100,-799.179708980942,BigMuskellunge,Hypolimnion
3365.77895351298,6468.795013164054,BigMuskellunge,Hypolimnion
11630.0991878673,10445.17424141906,BigMuskellunge,Hypolimnion
7793.11099299317,8798.752710205317,BigMuskellunge,Hypolimnion
8222.85747666094,8029.806019446352,BigMuskellunge,Hypolimnion
7974.173170352459,7627.797328071024,BigMuskellunge,Hypolimnion
6751.49432922085,6995.59750092312,BigMuskellunge,Hypolimnion
6561.90217146114,6633.964390742259,BigMuskellunge,Hypolimnion
5949.23540194923,5686.0720408674515,BigMuskellunge,Hypolimnion
4091.6399071319097,3889.4072994242138,BigMuskellunge,Hypolimnion
1895.63359848341,2612.480589761045,BigMuskellunge,Hypolimnion
491.29707436764096,-86.77587476185619,BigMuskellunge,Hypolimnion
200,598.0322127872414,BigMuskellunge,Hypolimnion
300,118.24846927289036,BigMuskellunge,Hypolimnion
9466.98857682905,9947.907741082818,BigMuskellunge,Hypolimnion
10354.0167838656,9030.790500802565,BigMuskellunge,Hypolimnion
6805.04198784371,7346.074914139106,BigMuskellunge,Hypolimnion
5847.74941168411,5779.689678548189,BigMuskellunge,Hypolimnion
5020.32157561249,4750.378600088666,BigMuskellunge,Hypolimnion
3870.13885878932,4011.604542351096,BigMuskellunge,Hypolimnion
1942.03017584148,2423.831209368187,BigMuskellunge,Hypolimnion
1306.44930816028,1094.9994691504342,BigMuskellunge,Hypolimnion
230.970763899496,-30.49145793183509,BigMuskellunge,Hypolimnion
193.33882443304302,477.7323652267572,BigMuskellunge,Hypolimnion
930.484562899818,7612.570599933321,BigMuskellunge,Hypolimnion
11154.3379378038,11264.15415210267,BigMuskellunge,Hypolimnion
11414.2782333911,10768.2185444782,BigMuskellunge,Hypolimnion
10019.612938411101,10356.929502228037,BigMuskellunge,Hypolimnion
9637.29514860357,9673.390341628705,BigMuskellunge,Hypolimnion
9091.89869273693,8855.119433830643,BigMuskellunge,Hypolimnion
7510.447645612419,7339.601148754682,BigMuskellunge,Hypolimnion
5276.12793684356,5695.584512023878,BigMuskellunge,Hypolimnion
4773.320743238451,4516.290416161146,BigMuskellunge,Hypolimnion
2696.13456921442,2892.4789974439095,BigMuskellunge,Hypolimnion
1235.98754645029,1125.4732986032532,BigMuskellunge,Hypolimnion
3620.0596485260303,3812.2600862458594,BigMuskellunge,Hypolimnion
11910.3205316626,11163.806765280904,BigMuskellunge,Hypolimnion
11360.5479226649,10694.371453566942,BigMuskellunge,Hypolimnion
8695.027612734419,9767.214314240788,BigMuskellunge,Hypolimnion
10042.2481127901,9565.345648589891,BigMuskellunge,Hypolimnion
9830.07059510885,9466.545301815631,BigMuskellunge,Hypolimnion
7981.292403292419,8640.999832478068,BigMuskellunge,Hypolimnion
8468.46842651721,7957.64409083992,BigMuskellunge,Hypolimnion
6215.68098526226,6307.92911225697,BigMuskellunge,Hypolimnion
5177.7994176593,5220.112665162144,BigMuskellunge,Hypolimnion
4061.57337654163,3927.8764321610897,BigMuskellunge,Hypolimnion
1566.45372493228,1385.401878727766,BigMuskellunge,Hypolimnion
1290.16145823236,1698.5702202414266,BigMuskellunge,Hypolimnion
201.244610252908,1882.3746215563128,BigMuskellunge,Hypolimnion
8600,6046.504092518521,BigMuskellunge,Hypolimnion
13058.1657498229,11730.248248590657,BigMuskellunge,Hypolimnion
11132.9589241344,10875.772651859528,BigMuskellunge,Hypolimnion
9689.782039381991,9909.39096982195,BigMuskellunge,Hypolimnion
8671.11625548052,8859.600274454133,BigMuskellunge,Hypolimnion
8189.477394838679,8061.918779611476,BigMuskellunge,Hypolimnion
6887.86963252557,6974.866814008985,BigMuskellunge,Hypolimnion
6086.68896524889,6036.464962581628,BigMuskellunge,Hypolimnion
4364.84296024193,4216.380736163616,BigMuskellunge,Hypolimnion
4168.63796910565,3821.712971590741,BigMuskellunge,Hypolimnion
1435.32907493278,1860.3573772840025,BigMuskellunge,Hypolimnion
174.857538264105,777.6977894853079,BigMuskellunge,Hypolimnion
1208.62809320739,647.6334377017522,BigMuskellunge,Hypolimnion
13071.024114457201,12523.875928954323,BigMuskellunge,Hypolimnion
11998.3385235866,12104.957395611362,BigMuskellunge,Hypolimnion
11295.5048495393,10792.81239619577,BigMuskellunge,Hypolimnion
9423.30007146588,9343.433696039874,BigMuskellunge,Hypolimnion
8246.04402463103,8365.6954949326755,BigMuskellunge,Hypolimnion
7012.59685222722,7218.3219407601555,BigMuskellunge,Hypolimnion
6210.6902657500195,6018.173971916347,BigMuskellunge,Hypolimnion
4351.80684681882,4428.442450352737,BigMuskellunge,Hypolimnion
3547.99262185992,3489.670768931877,BigMuskellunge,Hypolimnion
1123.89781562072,1206.273379808144,BigMuskellunge,Hypolimnion
292.91229169848896,1140.5711475531898,BigMuskellunge,Hypolimnion
3827.86720404928,2894.090461400829,BigMuskellunge,Hypolimnion
7637.40138195654,8458.313191685487,BigMuskellunge,Hypolimnion
9700,8593.7766697385,BigMuskellunge,Hypolimnion
11414.9609328817,11021.478979849458,BigMuskellunge,Hypolimnion
11103.5498695905,10399.403027954204,BigMuskellunge,Hypolimnion
9350.66904857109,9500.902556979923,BigMuskellunge,Hypolimnion
9428.31641744961,9287.75913434661,BigMuskellunge,Hypolimnion
7829.57111020903,7980.438079616632,BigMuskellunge,Hypolimnion
7197.05818726121,7449.644253847501,BigMuskellunge,Hypolimnion
6761.05393766003,6315.45799077518,BigMuskellunge,Hypolimnion
5161.90489623737,5594.006950017702,BigMuskellunge,Hypolimnion
3575.41962461257,3125.851614678436,BigMuskellunge,Hypolimnion
782.783085927523,1675.155986424603,BigMuskellunge,Hypolimnion
192.912291698489,-942.6679151044948,BigMuskellunge,Hypolimnion
44.075373953134005,1436.641059370084,BigMuskellunge,Hypolimnion
13015.5636967639,12013.752298549736,BigMuskellunge,Hypolimnion
11444.6090245417,11444.190385118993,BigMuskellunge,Hypolimnion
10064.2963853903,10164.001595599011,BigMuskellunge,Hypolimnion
9279.07694328163,9182.367467826589,BigMuskellunge,Hypolimnion
8125.57249207191,8437.7221367587,BigMuskellunge,Hypolimnion
8181.65578541654,7584.748335991625,BigMuskellunge,Hypolimnion
5479.39066826168,5901.754440091202,BigMuskellunge,Hypolimnion
5357.94305301518,4664.161402563648,BigMuskellunge,Hypolimnion
1833.8552202890398,2748.574301134058,BigMuskellunge,Hypolimnion
206.520573112916,36.44604195985506,BigMuskellunge,Hypolimnion
400,336.35795423497393,BigMuskellunge,Hypolimnion
10387.2508635356,11195.681315368873,BigMuskellunge,Hypolimnion
10828.2646324946,10371.26564116091,BigMuskellunge,Hypolimnion
9637.926818514019,9851.787937648587,BigMuskellunge,Hypolimnion
9760.26656180918,9570.453013163926,BigMuskellunge,Hypolimnion
9098.91375533519,8986.574378304402,BigMuskellunge,Hypolimnion
8152.57216432023,8093.332466684755,BigMuskellunge,Hypolimnion
6955.5387900202095,7313.575904954469,BigMuskellunge,Hypolimnion
7203.724563048941,6653.018987314898,BigMuskellunge,Hypolimnion
5665.31277109766,5366.992079523701,BigMuskellunge,Hypolimnion
2861.45892014692,3172.9744905090533,BigMuskellunge,Hypolimnion
1279.17445326947,2028.478067626512,BigMuskellunge,Hypolimnion
200,-359.4070063648982,BigMuskellunge,Hypolimnion
12083.6319801138,11537.081752765484,BigMuskellunge,Hypolimnion
10052.7351738724,10382.932492905416,BigMuskellunge,Hypolimnion
9986.616853185289,9588.500634405184,BigMuskellunge,Hypolimnion
7898.68186068801,7870.897248215074,BigMuskellunge,Hypolimnion
6118.78755021277,6629.767905135092,BigMuskellunge,Hypolimnion
6606.82816177374,6435.093601608589,BigMuskellunge,Hypolimnion
6459.47955764528,5598.569907681561,BigMuskellunge,Hypolimnion
2589.6990649829,3307.5475518950075,BigMuskellunge,Hypolimnion
4128.5841878173405,3979.866324384282,BigMuskellunge,Hypolimnion
1069.47516847406,2035.386907965554,BigMuskellunge,Hypolimnion
943.287213977087,324.5166311778491,BigMuskellunge,Hypolimnion
11781.1937720678,11742.342626709598,BigMuskellunge,Hypolimnion
13063.857109090799,11489.35231019443,BigMuskellunge,Hypolimnion
10787.2548205096,11230.020863713664,BigMuskellunge,Hypolimnion
11054.9452709891,10908.62700728091,BigMuskellunge,Hypolimnion
10161.3176688932,10386.398141322115,BigMuskellunge,Hypolimnion
9664.295149185049,9672.875115831235,BigMuskellunge,Hypolimnion
9436.75158946568,9067.822937669467,BigMuskellunge,Hypolimnion
7537.254077202931,7401.09136358372,BigMuskellunge,Hypolimnion
5094.10860315131,5287.364588541866,BigMuskellunge,Hypolimnion
2600.39597811558,3108.972621763916,BigMuskellunge,Hypolimnion
1858.39308183812,1521.4939200801762,BigMuskellunge,Hypolimnion
336.44325487016005,52.08466620193882,BigMuskellunge,Hypolimnion
2974.4077099995397,5104.136683941317,BigMuskellunge,Hypolimnion
9550.80466568721,10729.741016640446,BigMuskellunge,Hypolimnion
10967.463487614401,10292.014928347888,BigMuskellunge,Hypolimnion
10360.3608800975,10041.786304648418,BigMuskellunge,Hypolimnion
10798.0852324882,10310.341617618124,BigMuskellunge,Hypolimnion
9035.61911672705,9322.212861711074,BigMuskellunge,Hypolimnion
8800.04049469748,8330.5873506543885,BigMuskellunge,Hypolimnion
6472.1797646234,7187.309184044565,BigMuskellunge,Hypolimnion
6655.94471170415,6050.327072148489,BigMuskellunge,Hypolimnion
3527.49419786748,3577.963391682085,BigMuskellunge,Hypolimnion
1793.58352625982,2191.2007614347453,BigMuskellunge,Hypolimnion
1620.85547580722,1525.5428522472716,BigMuskellunge,Hypolimnion
505.10948038577794,229.60775912506233,BigMuskellunge,Hypolimnion
144.075373953134,411.9925675699086,BigMuskellunge,Hypolimnion
11288.3072998774,11499.921846845453,BigMuskellunge,Hypolimnion
10998.3102737646,10974.656609049163,BigMuskellunge,Hypolimnion
10964.7931013189,10459.532449179387,BigMuskellunge,Hypolimnion
8849.5639633893,9166.441341042686,BigMuskellunge,Hypolimnion
8350.51185257603,8096.414020434225,BigMuskellunge,Hypolimnion
6836.705468479359,6777.613872168341,BigMuskellunge,Hypolimnion
5576.95879040709,6054.76275806222,BigMuskellunge,Hypolimnion
5779.289944139599,5293.741870307791,BigMuskellunge,Hypolimnion
3046.8961130818698,3326.633623973524,BigMuskellunge,Hypolimnion
1888.6127037023,2085.1512451952167,BigMuskellunge,Hypolimnion
2186.4477361619297,2073.5660627324296,BigMuskellunge,Hypolimnion
4443.2833415613895,3961.323488405426,BigMuskellunge,Hypolimnion
6267.56785964959,6853.330185823078,BigMuskellunge,Hypolimnion
10634.7088298955,11081.485032388762,BigMuskellunge,Hypolimnion
10747.4269790571,10366.020559604462,BigMuskellunge,Hypolimnion
9952.44966779547,9699.17206749776,BigMuskellunge,Hypolimnion
7860.54008341909,7884.162749111475,BigMuskellunge,Hypolimnion
6795.86295268159,7168.346242889391,BigMuskellunge,Hypolimnion
6031.29993367824,5994.769529772428,BigMuskellunge,Hypolimnion
4718.00782208461,4823.091201778804,BigMuskellunge,Hypolimnion
4172.181867549681,3823.060482898573,BigMuskellunge,Hypolimnion
1334.46389291812,1631.839569039628,BigMuskellunge,Hypolimnion
299.43286481140404,175.0427202659015,BigMuskellunge,Hypolimnion
161.941527798992,716.2611967720137,BigMuskellunge,Hypolimnion
100,-244.31644701986903,BigMuskellunge,Hypolimnion
11316.2575288945,10611.253718213418,BigMuskellunge,Hypolimnion
10038.4632119412,9640.949141943678,BigMuskellunge,Hypolimnion
8172.2039459116595,8688.48889555514,BigMuskellunge,Hypolimnion
8075.490747954991,7947.610771038547,BigMuskellunge,Hypolimnion
6312.04997329229,6671.003040082654,BigMuskellunge,Hypolimnion
6269.40152281835,5123.613995911481,BigMuskellunge,Hypolimnion
1669.5551511577999,2824.998582178673,BigMuskellunge,Hypolimnion
1857.4124099734,1851.873972064234,BigMuskellunge,Hypolimnion
494.448508546175,395.6601903491383,BigMuskellunge,Hypolimnion
1652.48995328605,2253.3475450860055,BigMuskellunge,Hypolimnion
219.72589642184602,-249.63224077644597,BigMuskellunge,Hypolimnion
10538.204429740601,10714.69257570338,BigMuskellunge,Hypolimnion
10742.295873007,10305.870909814828,BigMuskellunge,Hypolimnion
10880.0336300899,10273.37953150385,BigMuskellunge,Hypolimnion
8535.4567775032,8626.221969888431,BigMuskellunge,Hypolimnion
6449.56732727387,6263.909813441748,BigMuskellunge,Hypolimnion
3326.56950736229,4178.0947788142175,BigMuskellunge,Hypolimnion
4349.23712658281,3612.3770643833177,BigMuskellunge,Hypolimnion
3102.5310029682596,3097.286651292672,BigMuskellunge,Hypolimnion
1526.1587841589399,1454.6315148115143,BigMuskellunge,Hypolimnion
379.239939016683,995.9963134551476,BigMuskellunge,Hypolimnion
100,778.0638559971663,BigMuskellunge,Hypolimnion
4835.704103301229,3091.5197782686214,BigMuskellunge,Hypolimnion
5232.15525945629,6480.817083911194,BigMuskellunge,Hypolimnion
10780.6280039225,11116.985152028376,BigMuskellunge,Hypolimnion
10088.768000165,9996.652318941718,BigMuskellunge,Hypolimnion
9007.354129585688,9011.09804402829,BigMuskellunge,Hypolimnion
8669.1606378303,8030.308008626645,BigMuskellunge,Hypolimnion
5854.9255311407705,6723.73784869788,BigMuskellunge,Hypolimnion
6201.58455955922,5928.168281662722,BigMuskellunge,Hypolimnion
4956.78889198299,5032.736817340106,BigMuskellunge,Hypolimnion
4350.61044244875,4141.761997605533,BigMuskellunge,Hypolimnion
1590.63982502946,1804.4207730523715,BigMuskellunge,Hypolimnion
1309.88177090264,1663.838924258919,BigMuskellunge,Hypolimnion
530.003485910308,-691.9903746289089,BigMuskellunge,Hypolimnion
677.63343526166,3802.915042993184,BigMuskellunge,Hypolimnion
10657.398774425801,10694.114959856592,BigMuskellunge,Hypolimnion
9688.146283670161,9461.593388696934,BigMuskellunge,Hypolimnion
8645.47632058506,8578.572877575258,BigMuskellunge,Hypolimnion
7498.86770760687,7372.949860833281,BigMuskellunge,Hypolimnion
6420.7154068583195,6844.864106649377,BigMuskellunge,Hypolimnion
6365.38619131391,6189.515756776497,BigMuskellunge,Hypolimnion
5178.15317448871,4833.4242448543055,BigMuskellunge,Hypolimnion
2010.41226946763,2178.472244572398,BigMuskellunge,Hypolimnion
1517.7846890016299,1538.1619354084337,BigMuskellunge,Hypolimnion
1007.4089914769099,1692.1453531149937,BigMuskellunge,Hypolimnion
236.664661477265,-17.027465323634825,BigMuskellunge,Hypolimnion
7682.553574173559,8397.117245475452,BigMuskellunge,Hypolimnion
8991.3189123278,8466.121072485521,BigMuskellunge,Hypolimnion
10927.714546046,11077.59480468325,BigMuskellunge,Hypolimnion
10679.167321655701,10484.647283312968,BigMuskellunge,Hypolimnion
9504.25693321258,9723.058645436831,BigMuskellunge,Hypolimnion
9239.68073302895,9172.768732977893,BigMuskellunge,Hypolimnion
8491.8031683688,8232.072276069957,BigMuskellunge,Hypolimnion
6345.5460109571395,6268.777833554611,BigMuskellunge,Hypolimnion
4677.71122308246,5060.9285712604515,BigMuskellunge,Hypolimnion
4092.10027683004,3941.780229866423,BigMuskellunge,Hypolimnion
3531.72631493545,3564.3099241945433,BigMuskellunge,Hypolimnion
1447.16331080728,1424.3066926918082,BigMuskellunge,Hypolimnion
561.3827468099461,877.896029561273,BigMuskellunge,Hypolimnion
344.075373953134,-33.29128056816758,BigMuskellunge,Hypolimnion
10595.248913470501,10913.522045810494,BigMuskellunge,Hypolimnion
11442.4790617679,10793.23458211066,BigMuskellunge,Hypolimnion
9733.60454658116,9833.995037358129,BigMuskellunge,Hypolimnion
7952.85165367369,7819.826221333052,BigMuskellunge,Hypolimnion
6262.09063054234,7002.268915776316,BigMuskellunge,Hypolimnion
7401.71385911242,6516.912553407044,BigMuskellunge,Hypolimnion
4326.49339839858,4481.341745820423,BigMuskellunge,Hypolimnion
2487.8566782857597,2592.1427422711677,BigMuskellunge,Hypolimnion
330.003485910308,724.8856196071907,BigMuskellunge,Hypolimnion
352.17746877855797,17.417068924023646,BigMuskellunge,Hypolimnion
11771.0792577079,11172.22112478485,BigMuskellunge,Hypolimnion
10472.0994104926,10384.0706246489,BigMuskellunge,Hypolimnion
9523.25484981103,9666.156591089904,BigMuskellunge,Hypolimnion
9630.70498876997,9140.669404520831,BigMuskellunge,Hypolimnion
7851.05918382982,8272.953733328732,BigMuskellunge,Hypolimnion
8132.95679019571,7693.393499923848,BigMuskellunge,Hypolimnion
6266.60089320936,6545.1913892612365,BigMuskellunge,Hypolimnion
6322.79618334868,5744.65150881909,BigMuskellunge,Hypolimnion
2885.6177503906897,3254.0715370421685,BigMuskellunge,Hypolimnion
4432.79152634169,4108.295635028947,BigMuskellunge,Hypolimnion
614.8102861688211,1112.791399032039,BigMuskellunge,Hypolimnion
164.579948775644,-1.8707054834224133,BigMuskellunge,Hypolimnion
10268.4480620662,10563.70661272248,BigMuskellunge,Hypolimnion
11436.3366893154,10875.219252394329,BigMuskellunge,Hypolimnion
10617.7890097609,10455.262944100845,BigMuskellunge,Hypolimnion
9482.72421025656,9589.628619566314,BigMuskellunge,Hypolimnion
8948.15811858182,8763.216030089936,BigMuskellunge,Hypolimnion
7673.468958379181,7579.997767491046,BigMuskellunge,Hypolimnion
6145.98792456802,6268.7456027411345,BigMuskellunge,Hypolimnion
5242.733092667861,5048.962104461609,BigMuskellunge,Hypolimnion
3486.0268152151098,3702.685150262873,BigMuskellunge,Hypolimnion
2618.2721931585097,2645.48213786741,BigMuskellunge,Hypolimnion
1028.87474867951,1008.4236507461184,BigMuskellunge,Hypolimnion
64.5799487756436,96.99909248468948,BigMuskellunge,Hypolimnion
144.075373953134,254.24120462808577,BigMuskellunge,Hypolimnion
11213.0647208549,10607.728294515586,BigMuskellunge,Hypolimnion
10731.9459931449,10566.202321776922,BigMuskellunge,Hypolimnion
9899.8761284978409,9935.744673021649,BigMuskellunge,Hypolimnion
9278.283132259761,9194.004408601657,BigMuskellunge,Hypolimnion
8088.805742525499,8046.790660013805,BigMuskellunge,Hypolimnion
7311.15356030577,7228.06978594269,BigMuskellunge,Hypolimnion
5584.127446601759,6053.416785939427,BigMuskellunge,Hypolimnion
6014.22431583046,5269.588611524895,BigMuskellunge,Hypolimnion
2821.5239120978104,2970.5653421236475,BigMuskellunge,Hypolimnion
1119.5435539440698,1030.4439968036584,BigMuskellunge,Hypolimnion
1571.91033020815,2405.5701549524206,BigMuskellunge,Hypolimnion
136.66466147726499,858.3144936095345,BigMuskellunge,Hypolimnion
100,-573.975594804023,BigMuskellunge,Hypolimnion
9203.25277005347,10532.866354602042,BigMuskellunge,Hypolimnion
11261.4765010099,10251.894503783837,BigMuskellunge,Hypolimnion
9808.03731534219,9886.637781362067,BigMuskellunge,Hypolimnion
9241.285254515598,9279.49000860716,BigMuskellunge,Hypolimnion
9009.41573745017,8614.431734800872,BigMuskellunge,Hypolimnion
7216.612099243451,7551.886411365109,BigMuskellunge,Hypolimnion
7036.53420102174,7041.138597545788,BigMuskellunge,Hypolimnion
6416.9356417238605,5915.909696839911,BigMuskellunge,Hypolimnion
4178.04131529769,4364.940135491219,BigMuskellunge,Hypolimnion
3246.5333786301,3629.588442211126,BigMuskellunge,Hypolimnion
1240.78242367767,1071.3892736927455,BigMuskellunge,Hypolimnion
7656.39152640481,7271.956400209926,BigMuskellunge,Hypolimnion
9187.87069344511,10344.4228407006,BigMuskellunge,Hypolimnion
9792.34400197696,9806.952046466047,BigMuskellunge,Hypolimnion
8955.774178828611,9361.41583274883,BigMuskellunge,Hypolimnion
9804.7908937504,9223.70371402914,BigMuskellunge,Hypolimnion
8260.50168775895,8222.813172405264,BigMuskellunge,Hypolimnion
6607.67272954228,6660.15361284041,BigMuskellunge,Hypolimnion
4788.6022143009905,4613.784678675566,BigMuskellunge,Hypolimnion
1401.52942334698,1676.457612519872,BigMuskellunge,Hypolimnion
757.835661290295,360.7131918331805,BigMuskellunge,Hypolimnion
375.999828359057,2041.6335455040992,BigMuskellunge,Hypolimnion
0,-819.1815430002487,BigMuskellunge,Hypolimnion
11533.3333333333,11054.916473089344,Crystal,Epilimnion
10000,9999.568844176723,Crystal,Epilimnion
8574.57158987276,8876.844096996123,Crystal,Epilimnion
7500,8413.517201693465,Crystal,Epilimnion
8981.938368598041,8351.826158679476,Crystal,Epilimnion
9064.806713686281,8587.176954936614,Crystal,Epilimnion
9997.98299433616,10442.508715569777,Crystal,Epilimnion
10300,10084.937191081875,Crystal,Epilimnion
7419.05441400304,8218.023868522916,Crystal,Epilimnion
7447.599774178139,8760.15090121165,Crystal,Epilimnion
8547.35751733469,8501.065535677379,Crystal,Epilimnion
9954.57158987276,8485.995093333831,Crystal,Epilimnion
8299.07002350981,8091.965185843632,Crystal,Epilimnion
7968.9685710349695,8489.958347149246,Crystal,Epilimnion
8405.41292498227,8516.231807402703,Crystal,Epilimnion
9439.42287393839,8966.256114244701,Crystal,Epilimnion
9038.447172778611,9315.855542356396,Crystal,Epilimnion
11668.9186977353,11265.448026631157,Crystal,Epilimnion
10914.5715898728,10450.20799715597,Crystal,Epilimnion
